868,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,3,3,4,0,11,16
5809,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,0,1,0,11,10
868,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,5,5,0,0,11,12,0,11,42
1939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,2,2,0,0,0,0,2,7,7,0,11,26
3492,0,0,2,2,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,10,22,0,11,56
4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,0,0,2,2,5,7,0,12,28
3814,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,1,1,0,2,0,12,14
3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,2,0,0,0,0,0,1,1,15,15,0,12,42
1708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,2,2,15,15,0,12,43
3324,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,2,2,1,1,1,3,0,0,0,0,0,0,0,9,13,0,12,38
451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,1,0,13,10
2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,4,10,11,0,13,37
4115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5,0,13,16
3777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,2,2,9,9,0,13,29
2603,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,13,11
3201,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2
1038,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,6
3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,2
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,16,4
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,3,0,0,10,10,0,1,30
3324,4,4,1,1,3,3,4,4,9,9,10,26,12,12,26,1,1,2,2,1,1,1,1,1,1,1,0,0,2,2,14,41,0,1,200
868,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,2,2,0,0,1,4,5,0,1,4,7,0,1,32
451,0,0,0,0,1,1,7,9,0,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,61
5492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,4,4,5,7,0,1,24
5811,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,1,1,1,1,4,4,2,2,0,0,0,2,2,29,29,0,1,88
4145,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,2,2,0,0,2,2,0,0,1,1,0,1,1,0,0,14,14,0,2,46
3010,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,0,0,0,2,0,2,16
4085,1,1,3,3,2,2,2,2,0,0,1,3,0,0,30,0,0,0,0,1,2,0,0,0,0,1,3,17,0,0,2,33,0,2,109
5413,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,1,4,4,0,0,3,6,0,2,28
3260,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,5,1,1,0,0,0,2,18
1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
5809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,1,2,2,0,3,11
1308,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,1,0,1,0,0,15,16,0,3,43
4115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,3,0,0,6,7,0,3,22
3201,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,5,0,0,0,0,3,3,0,1,1,0,0,8,8,0,3,34
337,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,2,2,0,0,0,0,2,0,0,4,5,9,13,0,4,43
2408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
279,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,5,0,4,17
554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
5749,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,5,6
5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,7,0,5,18
3821,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
2408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,2
4115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,0,27,9
4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,4,1,3,15,15,0,27,46
63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,1,3,1,3,0,27,16
3504,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,1,1,1,0,0,1,0,0,4,4,6,13,0,28,42
3010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,1,2,1,1,0,0,2,8,0,28,23
120,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,1,1,3,4,0,0,25,26,0,28,73
4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,3,1,2,2,0,0,7,8,0,28,30
1708,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,2,2,0,0,0,0,1,0,0,2,4,19,20,0,28,64
1939,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,1,1,1,1,0,0,0,3,3,5,9,0,29,34
3324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,2,2,0,29,13
1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,1,1,0,2,0,2,1,0,0,0,1,28,29,0,29,79
554,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,7,9,0,29,28
337,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,2,2,0,0,0,1,2,2,6,0,29,23
2040,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,2,3,0,0,5,9,0,30,29
4213,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,6,0,0,20,20,0,30,63
1308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,3,3,0,2,1,0,0,0,1,21,22,0,30,66
6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,5,0,0,0,0,0,6,6,0,30,25
2603,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,3,0,0,0,3,1,0,0,3,4,11,12,0,30,43
4085,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,2,2,0,0,1,0,0,6,10,0,31,31
3777,0,0,1,1,0,0,0,0,0,2,0,0,0,0,6,2,2,1,1,0,0,1,1,2,2,1,0,0,3,3,14,21,0,31,64
5492,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,2,2,5,5,0,1,2,2,3,0,0,12,14,0,31,53
2399,5,5,0,0,1,1,0,0,0,6,0,0,0,0,4,1,1,1,1,3,3,2,2,2,2,1,0,0,0,2,16,21,0,31,80
3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,1,1,1,0,0,18,19,0,31,48
3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,1,4,5,0,32,16
5413,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4,0,0,2,2,2,2,1,1,0,0,2,2,5,0,0,11,17,0,32,55
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,1,1,1,1,3,2,2,17,18,0,32,54
4284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,2,3,3,0,32,18
4115,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,7,12,0,32,31
5811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,0,0,4,7,18,19,0,33,61
5667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,8,9,0,33,30
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,2,2,2,4,0,33,15
3201,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,2,0,0,2,3,0,33,18
3010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,33,15
3484,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,1,1,0,1,1,1,0,0,1,0,0,2,3,19,20,0,34,64
1038,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,3,4,0,0,0,0,2,2,2,0,0,12,20,0,34,57
868,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,5,5,0,0,21,21,0,34,66
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,2,0,34,8
3492,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,2,2,0,0,1,0,0,2,4,6,11,0,35,38
4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,35,7
3504,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,0,0,0,1,4,4,1,0,0,3,3,15,16,0,35,55
245,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,4,4,0,0,1,0,0,2,3,10,15,0,35,51
3814,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,2,0,0,1,1,4,10,0,35,28
4028,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,0,1,4,4,0,0,6,9,0,36,36
5749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,2,3,20,21,0,36,56
2016,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,2,2,2,2,2,0,0,2,2,2,0,0,1,1,20,26,0,36,72
120,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,1,0,0,0,0,0,4,6,0,0,12,12,0,36,43
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,36,6
5484,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,3,5,0,0,25,26,0,37,72
4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,2,3,0,0,5,6,0,37,22
451,0,0,0,0,0,6,1,1,0,4,0,0,0,0,2,0,0,1,1,4,4,4,4,5,5,1,0,0,0,0,15,18,0,37,76
128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,0,0,2,2,6,8,0,37,29
2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,38,6
4213,1,1,3,3,0,0,0,0,0,0,1,1,0,0,18,1,1,3,3,0,0,0,0,0,0,1,0,0,0,0,14,33,0,38,84
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,2,0,38,8
6181,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,4,0,39,16
63,0,0,3,3,0,0,1,1,1,1,0,0,3,3,20,1,1,3,3,0,0,0,1,0,0,2,0,0,3,3,14,36,0,39,103
1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,2,2,0,1,1,0,0,1,1,21,22,0,39,63
3324,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,39,8
4145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,4,4,8,9,0,39,32
2399,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,2,1,1,0,0,0,0,0,0,0,0,0,3,3,13,19,0,40,52
1038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,1,2,2,0,0,8,9,0,40,32
279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,3,0,0,3,3,2,3,1,0,0,0,0,17,18,0,40,56
48,3,3,3,3,0,0,0,0,0,0,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,40,57
2040,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,7,0,40,22
3010,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,6
4284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,3,5,0,41,13
2603,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,1,2,2,15,16,0,41,46
5492,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,3,2,2,0,0,0,41,16
3504,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,2,0,0,2,2,0,0,1,0,0,4,4,8,11,0,41,40
3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,10,10,0,42,26
5484,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,3,4,0,42,13
4028,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,7,5,10,1,5,5,0,0,5,8,0,42,55
4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,42,24
868,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6,0,0,1,1,2,2,2,2,0,0,1,4,4,0,0,9,16,0,42,54
3010,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
4115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,2,3,0,45,12
3260,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,1,1,0,0,1,1,6,0,0,13,18,0,45,55
2051,0,0,0,0,0,0,2,5,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,45,19
3266,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,8,15,0,45,37
3138,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,4,4,0,0,6,8,0,46,32
245,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,1,1,0,0,1,4,5,0,0,5,10,0,46,37
5749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,2,2,15,16,0,46,44
5811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,3,3,0,0,1,1,1,0,0,5,5,34,35,0,46,102
128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,1,2,6,8,0,46,24
1708,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,47,19
5809,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,2,2,0,0,0,0,1,0,0,1,1,7,12,0,47,34
4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,3,4,0,47,13
554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,1,0,0,2,2,15,16,0,47,47
2016,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,0,0,3,5,2,3,0,47,26
4145,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,8,8,0,48,29
3821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,48,10
5667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,7,0,48,18
2603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,4,4,4,5,0,48,23
120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,3,5,0,0,15,16,0,48,48
6185,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,49,17
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,2,3,0,49,14
1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,49,2
3814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,2,2,0,0,3,6,6,8,0,49,35
63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,2,2,0,0,3,3,11,13,0,49,43
6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1
3492,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,2,7,0,50,23
337,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,1,2,2,3,3,2,0,0,0,0,7,11,0,50,38
